language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
60	73	[n-]ʕal	ABS	LOCne	Y	ABS_LOCne	arə́j a-mʔá s-ʔaχʷtán j-á-n-ʕal-əj-d	PROX DEF-belt 1SG.IO-dress 3SG.N.ABS-3SG.N.IO-LOC-match-PRS-DCL	‘The belt matches my dress.’		PROX DEF-пояс 1SG.IO-платье 3SG.N.ABS-3SG.N.IO-LOC-подходить-PRS-DCL	‘Этот пояс подходит к моему платью.’	[н-]гIал	арИ а-мъА с-ъахвтАн й-А-н-гIал-и-д
60	74	[t-]c̣ə	ABS	LOCte	Y	ABS_LOCte	rasúl á-q̇ala d-tə-c̣-d	PN DEF-city 3SG.H.ABS-LOC-pass(AOR)-DCL	‘Rasul left his native city.’		PN DEF-город 3SG.H.ABS-LOC-пройти(AOR)-DCL	‘Расул покинул родной город.’	[т-]цIы	РасУл А-къала д-гIа-та-д-р-И-з д-ты-цI-д
60	75	q-ʕʷa	ERG	ABS	TR	TR	a-pól šabgə́w a-q̇adába j-q-na-ʕʷ-ə́j-d	DEF-floor fully DEF-carpet 3SG.N.ABS-LOC-3SG.N.ERG-close-PRS-DCL	‘The carpet covers the whole floor.’		DEF-пол целиком DEF-ковёр 3SG.N.ABS-LOC-3SG.N.ERG-закрыть-PRS-DCL	‘Ковер покрывает весь пол.’	хъ-гIва	а-пОл шабгУ а-къадАба й-хъ-на-гIв-И-д
60	76	dər.χ	ERG	ABS	TR	TR	murád bzə́j-ta j-də́r-χ-əj-d a-tʒə́ d-ʕa-ʒə.n-gə́lə-z	PN good-ADV 3SG.N.ABS+3SG.M.ERG-know-RE-PRS-DCL DEF-house 3SG.H.ABS-CISL-LOC-rise-PST.NFIN	‘Murad remembers the house where he grew up well.’		PN хороший-ADV 3SG.N.ABS+3SG.M.ERG-знать-RE-PRS-DCL DEF-дом 3SG.H.ABS-CISL-LOC-встать-PST.NFIN	‘Мурад хорошо помнит дом, в котором вырос.’	дыр.х	МурАд бзИ-та й-дЫр-х-и-д а-тдзЫ д-гIа-дзынгЫлы-з
60	77	[c-]qraʕa	ABS	COM	Y	ABS_COM	l-an zaréma də-l-c-qráʕa-d	3SG.F.IO-mother PN 3SG.H.ABS-3SG.F.IO-COM-help(AOR)-DCL	‘Mother helped Zarema.’		3SG.F.IO-мать PN 3SG.H.ABS-3SG.F.IO-COM-помочь(AOR)-DCL	‘Мать помогла Зареме.’	[ц-]хърaгIа	л-ан ЗарЕма ды-л-ц-хърАгIа-д
60	78	ʕa-[gʷə.n-]ʕʷə	LOCgwene	ABS	X	LOCgwene_ABS	fatíma francúz–bəzŝá ʕá-l-gʷə.n-ʕʷ-əj-d	PN French–language CISL-3SG.F.IO-LOC-understand-PRS-DCL	‘Fatima understands French.’		PN француз–язык CISL-3SG.F.IO-LOC-понимать-PRS-DCL	‘Фатима понимает французский язык.’	гIа-[гвын-]гIвы	ФатИма францУз–бызшвА гIА-л-гвын-гIв-и-д
60	79	[kʷ-]ŝa	ABS	LOCkwe	Y	ABS_LOCkwe	a-c a-tʒə́ j-á-kʷ-ŝa-d	DEF-lightning DEF-house 3SG.N.ABS-3SG.N.IO-LOC-fall(AOR)-DCL	‘The lightning hit the house.’		DEF-молния DEF-дом 3SG.N.ABS-3SG.N.IO-LOC-падать(AOR)-DCL	‘Молния попала в дом.’	[кв-]шва	а-ц а-тдзЫ й-А-кв-шва-д
60	80	p-q̇ə	*	*	*		murád a-brítva d-p-na-q̇ə́-d	PN DEF-razor 3SG.H.ABS-LOC-3SG.N.ERG-cut(AOR)-DCL	‘The razor cut Murad.’	Not included in the database because the translation deviates too far from the stimulus sentence.	PN DEF-бритва 3SG.H.ABS-LOC-3SG.N.ERG-резать(AOR)-DCL	‘Бритва порезала Мурада.’	п-къы	МурАд а-брИтва д-пна-къЫ-д
60	81	[ḳə.d-]χal	ABS	LOCkede	Y	ABS_LOCkede	a-stakán a-stól j-ḳə́.d-χal-d	DEF-glass DEF-table 3SG.N.ABS-LOC-stick(AOR)-DCL	‘The glas got stuck to the table.’		DEF-стакан DEF-стол 3SG.N.ABS-LOC-липнуть(AOR)-DCL	‘Стакан прилип к столу.’	[кIыд-]хал	а-стакАн а-стОл й-кIЫд-хал-д
60	82	*	*	*	*		*	*	*	No satisfactory translation has been obtained. 	*	*	*	*
60	83	aj.gʷərʁ’a	ABS	IO	Y	ABS_IO	murád a-saɮámŝʔa d-áj.gʷərʁ’a-d	PN DEF-letter 3SG.H.ABS-3SG.N.IO+rejoice(AOR)-DCL	‘Murad was glad about the letter.’		PN DEF-письмо 3SG.H.ABS-3SG.N.IO+радоваться(AOR)-DCL	‘Мурад обрадовался письму.’	ай.гвыргъьа	МурАд а-сальАмшвъа д-Айг.выргъьа-д
60	84	a(j).ĉaẑa	ABS	IO	Y	ABS_IO	murád sará s-aχš’á d-l-á.ĉaẑ-əj-d	PN I 1SG.IO-sister 3SG.H.ABS-3SG.F.IO-talk-PRS-DCL	‘Murad is speaking with my sister.’		PN я 1SG.IO-сестра 3SG.H.ABS-3SG.F.IO-разговаривать-PRS-DCL	‘Мурад разговаривает с моей сестрой.’	а(й).чважва	МурАд сарА с-aхщА д-л-Ачважв-и-д
60	85	ʕa-rə-j	ERG	ABS	TR	TR	fatíma č’ḳʷən–χʷə́c d-ʕa-l-rə́-j-d	PN boy-little 3SG.H.ABS-CISL-3SG.F.ERG-CAUS-come(AOR)-DCL	‘Fatime gave birth to a son.’		PN парень-маленький 3SG.H.ABS-CISL-3SG.F.ERG-CAUS-прийти(AOR)-DCL	‘Фатима родила сына.’	гIа-р.и	ФатИма чкIвын-хвЫц д-гIа-л-р-И-д
60	86	ḳa-rə.ŝ	ERG	ABS	TR	TR	á-č’ḳʷən a-stakán ḳa-j-rə́-ŝ-d	DEF-boy DEF-glass LOC-3SG.M.ERG-CAUS-fall(AOR)-DCL	‘The boy dropped the glass.’		DEF-парень DEF-стакан LOC-3SG.M.ERG-CAUS-падать(AOR)-DCL	‘Парень уронил стакан.’	кIа-ры.шв	А-чкIвын а-стакАн кIа-й-рЫ-шв-д
60	87	n(a)q̇ʷə-ga	ERG	ABS	TR	TR	arəj a-qáca h-kə́t j-nq̇ʷə-j-g-əj-d	PROX DEF-man 1PL.IO-village 3SG.N.ABS-LOC-3SG.M.ERG-carry-PRS-DCL	‘This man runs our village.’		PROX DEF-мужчина 1PL.IO-аул 3SG.N.ABS-LOC-3SG.M.ERG-нести-PRS-DCL	‘Этот человек руководит нашим аулом.’	н(а)къвы-га	ари а-хъАца хI-кЫт й-нкъв-и-г-и-д
60	88	ʕa-gʷalaŝa	ERG	ABS	TR	TR	murád j-aχš’á d-ʕá-j-gʷalaŝ-əj-d	PN 3SG.M.IO-sister 3SG.H.ABS-CISL-3SG.M.ERG-miss-PRS-DCL	‘Murad misses his sister.’		PN 3SG.M.IO-сестра 3SG.H.ABS-CISL-3SG.M.ERG-скучать-PRS-DCL	‘Мурад скучает по сестре.’	гIа-гвалашва	МурАд й-ахщА д-гIА-й-гвалашв-и-д
60	89	[c̣əqʷa] ta-gəla	ABS	jceqwa	Y	ABS_jceqwa	rasúl j-aš’á j-c̣ə́qʷa d-ta-gəla-b	PN 3SG.M.IO-brother 3SG.M.IO-tail 3SG.H.ABS-LOC-stand-NPST.DCL	‘Rasul follows his brother.’		PN 3SG.M.IO-брат 3SG.M.IO-хвост 3SG.H.ABS-LOC-стоять-NPST.DCL	‘Расул следует за братом.’	[цIыхъва] та-гыла	РасУл й-ащА й-цIЫхъва д-та-гыла-б
60	90	ʕa-[ḳ.nə-]c̣ə	ABS	LOCkne	Y	ABS_LOCkne	a-č-kʷá ŝ-ʕa-r-ḳ.nə́-m-c̣ə-n	DEF-horse-PL 2PL.ABS-CISL-3PL.IO-LOC-NEG-pass-NEG.IMP	‘Don’t get down from the horses!’		DEF-лошадь-PL 2PL.ABS-CISL-3PL.IO-LOC-NEG-пройти-NEG.IMP	‘Не слезайте с лошадей!’	гIа-[кIны-]цIы	а-тш-квА шв-гIа-р-к-IнЫ-м-цIы-н
60	91	[z-]ʒərʕʷ	ABS	BEN	Y	ABS_BEN	zaréma rádia d-a-z-ʒərʕʷ-ə́j-d	PN radio 3SG.H.ABS-3SG.N.IO-BEN-listen-PRS-DCL	‘Zarema is listening to radio.’		PN радио 3SG.H.ABS-3SG.N.IO-BEN-слушать-PRS-DCL	‘Зарема слушает радио.’	[з-]дзыргIв	ЗарЕма рАдио д-А-з-дзыргIв-и-д
60	92	[z-]ʒərʕʷ	ABS	BEN	Y	ABS_BEN	rasúl j-an d-lə-z-ʒərʕʷ-ə́j-d	PN 3SG.M.IO-mother 3SG.H.ABS-3SG.F.IO-BEN-listen-PRS-DCL	‘Rasul obeys his mother.’		PN 3SG.M.IO-мать 3SG.H.ABS-3SG.F.IO-BEN-слушать-PRS-DCL	‘Расул слушается маму.’	[з-]дзыргIв	РасУл й-ан д-лы-з-дзыргIв-И-д
60	93	ʕa	ERG	ABS	TR	TR	fatíjma múzəka l-ʕ-əj-d	PN music 3SG.F.ERG-hear-PRS-DCL	‘Fatima hears the music.’		PN музыка 3SG.F.ERG-слышать-PRS-DCL	‘Фатима слышит музыку.’	гIа	ФатИма мУзыка л-гI-и-д
60	94	[la-]l	ABS	LOCla	Y	ABS_LOCla	á-cχa á-χš j-a-lá-l-d	DEF-honey DEF-milk 3SG.N.ABS-3SG.N.IO-LOC-enter(AOR)-DCL	‘The honey got mixed with the milk.’		DEF-мёд DEF-молоко 3SG.N.ABS-3SG.N.IO-LOC-войти(AOR)-DCL	‘Мед смешался с молоком.’	[ла-]л	А-цха А-хш й-а-лА-л-д
60	95	pšə	ABS	IO	Y	ABS_IO	fatíma á-psthʷa-kʷa də-r-pš-ə́j-ṭ	PN DEF-cloud-PL 3SG.H.ABS-3PL.IO-look-PRS-DCL	‘Fatima is looking at the clouds.’		PN DEF-туча-PL 3SG.H.ABS-3PL.IO-смотреть-PRS-DCL	‘Фатима смотрит на тучи.’	пшы	ФатИма А-пстхIва-ква ды-р-пш-И-тI
60	96	[ŝə-]χ	LOCsERG	ABS	X	LOCsERG_ABS	rasúl j-ás jə-ŝ-jə-χ-ṭ	PN 3SG.M.IO-shirt 3SG.M.IO-LOC-3SG.M.ERG-take_off(AOR)-DCL	‘Rasul took off his shirt.’	The X argument is indexed on the verb twice (in the ergative slot and in the slot associated with the locative preverb ŝ-).	PN 3SG.M.IO-рубашка 3SG.M.IO-LOC-3SG.M.ERG-снять(AOR)-DCL	‘Расул снял рубашку.’	[швы-]х	РасУл й-Ас йы-шв-и-х-тI
60	97	aj.pχəz	ABS	IO	Y	ABS_IO	murád zaréma d-l-áj.pχəz-əj-ṭ	PN PN 3SG.H.ABS-3SG.F.IO-dream-PRS-DCL	‘Murad dreams about Zarema.’		PN PN 3SG.H.ABS-3SG.F.IO-сниться-PRS-DCL	‘Зарема снится Мураду.’	ай.пхыз	МурАд ЗарЕма д-л-Ай.пхыз-и-тI
60	98	aj.gʷənʕʷ	ABS	IO	Y	ABS_IO	rasúl fatíma d-l-áj.gʷənʕʷ-ṭ	PN PN 3SG.H.ABS-3SG.F.IO-agree(AOR)-DCL	‘Rasul agreed with Fatima.’		PN PN 3SG.H.ABS-3SG.F.IO-согласиться(AOR)-DCL	‘Расул согласился с Фатимой.’	ай.гвынгIв	РасУл ФатИма д-л-Ай.гвынгIв-тI
60	99	aj.s	ABS	IO	Y	ABS_IO	w-ʕa-s-m-áj.sə-n	2SG.M.ABS-CISL-1SG.IO-NEG-swear-NEG.IMP	‘Don’t (have a) quarrel with me!’		2SG.M.ABS-CISL-1SG.IO-NEG-ругаться-NEG.IMP	‘Не ссорься со мной!’	ай.с	у-гIа-с-м-Ай.сы-н
60	100	χʷə	IO	ABS	X	IO_ABS	arjə́ ápχ’aga som-ŝ-ḳ j-a-χʷ-ṗ	PROX DEF+book rouble-hundred-UNIT 3SG.N.ABS-3SG.N.IO-price-NPST.DCL	‘This book costs one hundred roubles.’	Non-verbal predicate.	PROX DEF+книга рубль-сто-UNIT 3SG.N.ABS-3SG.N.IO-цена-NPST.DCL	‘Эта книга стоит сто рублей.’	хвы	Ари Апхьага сом-шв-кI й-а-хв-пI
60	101	aj.χs	ABS	IO	Y	ABS_IO	w-ʕa-s-m-aj.χsə-n	2SG.M.ABS-CISL-1SG.IO-NEG-shoot-NEG.IMP	‘Dont shoot at me!’		2SG.M.ABS-CISL-1SG.IO-NEG-стрелять-NEG.IMP	‘Не стреляй в меня!’	ай.хс	у-гIа-с-м-ай.хсы-н
60	102	ta-psa	ERG	ABS	TR	TR	á-č’ḳʷən fač’ə́ʕʷ ʕa-ta-j-psá-ṭ	DEF-boy sugar CISL-LOC-3SG.M.ERG-pour(AOR)-DCL	‘The boy poured some sugar.’		DEF-парень сахар CISL-LOC-3SG.M.ERG-сыпать(AOR)-DCL	‘Парень насыпал сахар.’	та-пса	А-чкIвын фачЫгIв гIа-та-й-псА-тI
60	103	[ĉ-]ʒə	MAL	ABS	X	MAL_ABS	á-č’ḳʷən a-c̣apχa-kʷá j-ĉə́-ʒ-ṭ	DEF-boy DEF-key-PL 3SG.M.IO-MAL-get_lost(AOR)-DCL	‘The boy lost his keys.’		DEF-парень DEF-ключ-PL 3SG.M.IO-MAL-пропасть(AOR)-DCL	‘Парень потерял ключи.’	[чв-]дзы	А-чкIвын а-цIапха-квА й-чвЫ-дз-тI
60	104	[c̣a-]ŝq̇ʷal	ABS	LOCca	Y	ABS_LOCca	a-mč̣χə́ a-ʒə́ j-c̣a-ŝḳʷál-ṭ	DEF-log DEF-water 3SG.N.ABS-LOC-sink(AOR)-DCL	‘The log sank to water.’		DEF-полено DEF-вода 3SG.N.ABS-LOC-тонуть(AOR)-DCL	‘Полено утонуло в воде.’	[цIа-]швкъвал	а-мшIхЫ а-дзЫ й-цIа-швкIвАл-тI
60	105	š’ə	ERG	ABS	TR	TR	murád a-ʁá də-j-š’ə́-d	PN DEF-enemy 3SG.H.ABS-3SG.M.ERG-kill(AOR)-DCL	‘Murad killed the enemy.’		PN DEF-враг 3SG.H.ABS-3SG.M.ERG-убить(AOR)-DCL	‘Мурад убил врага.’	щы	МурАд а-гъА д-и-щы-д
60	106	sə	ABS	IO	Y	ABS_IO	a-ʁa a-phʷə́s d-lə-s-ṭ	DEF-enemy DEF-woman 3SG.H.ABS-3SG.F.IO-hit(AOR)-DCL	‘The enemy hit the woman.’		DEF-враг DEF-женщина 3SG.H.ABS-3SG.F.IO-ударить(AOR)-DCL	‘Враг ударил женщину.’	сы	а-гъа а-пхIвЫс д-лы-с-тI
60	107	ba hʷə	ERG	IO	Y	ERG_IO	fatíma l-aš’á ba j-a-l-hʷ-ṭ	PN 3SG.F.IO-brother kiss 3SG.M.IO-DAT-3SG.F.ERG-say(AOR)-DCL	‘Fatima kissed her brother.’		PN 3SG.F.IO-брат поцелуй 3SG.M.IO-DAT-3SG.F.ERG-сказать(AOR)-DCL	‘Фатима поцеловала брата.’	ба хIвы	ФатИма л-ащА ба й-а-л-хIв-тI
60	108	pχ’a	ABS	IO	Y	ABS_IO	a-phʷə́spa k’tap–ǯ’aš’áqʷa-ḳ d-á-pχ’a-ṭ	DEF-girl book–interesting-INDF 3SG.H.ABS-3SG.N.IO-read(AOR)-DCL	‘The girl read an interesting book.’		DEF-девушка книга–интересный-INDF 3SG.H.ABS-3SG.N.IO-читать(AOR)-DCL	‘Девушка прочитала интересную книгу.’	пхьа	а-пхIвЫспа кьтап–джьащАхъва-кI д-А-пхьа-тI
60	109	rə.c̣əs	ERG	ABS	TR	TR	á-č’ḳʷən jə́-maĉ j-rə́-c̣s-ṭ	DEF-boy 3SG.M.IO-finger 3SG.M.ERG-CAUS-move(AOR)-DCL	‘The boy moved his finger.’		DEF-парень 3SG.M.IO-палец 3SG.M.ERG-CAUS-шевелиться(AOR)-DCL	‘Парень пошевелил пальцем.’	ры.цIЫс	А-чкIвын йЫ-мачв й-ры-цIЫс-тI
60	110	χʷə [kʷ-]c̣a	ERG	LOCkwe	Y	ERG_LOCkwe	rasúl fatíma χʷə lə́-kʷə-j-c̣-əj-ṭ	PN PN price 3SG.F.IO-LOC-3SG.M.ERG-put-PRS-DCL	‘Rasul respects Fatima.’		PN PN цена 3SG.F.IO-LOC-3SG.M.ERG-класть-PRS-DCL	‘Расул уважает Фатиму.’	хвы [кв-]цIа	РасУл ФатИма хвы лЫ-кв-и-цI-и-тI
60	111	[ĉ-]maχača	ABS	MAL	Y	ABS_MAL	zaréma á-maĉa–ḟej d-a-ĉə́-maχač-əj-ṭ	PN DEF-dishes–dirty 3SG.H.ABS-3SG.N.IO-MAL-be_squeamish-PRS-DCL	‘Zarema is squeamish about dirty dishes.’		PN DEF-посуда–грязный 3SG.H.ABS-3SG.N.IO-MAL-брезговать-PRS-DCL	‘Зарема брезгует грязной посудой.’	[чв-]махатша	ЗарЕма А-мачва–фIей д-а-чвЫ-махатш-и-тI
60	112	[zə-]raz	ABS	BEN	Y	ABS_BEN	sará awə́j sə-l-zə́-raz-ṗ	I DIST 1SG.ABS-3SG.F.IO-BEN-content-NPST.DCL	‘I am content with her.’		я DIST 1SG.ABS-3SG.F.IO-BEN-довольный-NPST.DCL	‘Я доволен ей.’	[зы-]раз	сара ауи сы-л-зы-раз-пI
60	113	aj.hʷapsa	ABS	IO	Y	ABS_IO	rasúl fatíma d-l-áj.hʷapsa-ṭ	PN PN 3SG.H.ABS-3SG.F.IO-fall_in_love(AOR)-DCL	‘Rasul fell in love with Fatima.’		PN PN 3SG.H.ABS-3SG.F.IO-влюбляться(AOR)-DCL	‘Расул влюбился в Фатиму.’	ай.хIвапса	РасУл ФатИма д-л-Ай.хIвапса-тI
60	114	[z-]qa-c̣a	ERG	BEN	Y	ERG_BEN	fatíma murád jə-z-qá-l-c̣-əj-ṭ	PN PN 3SG.M.IO-BEN-LOC-3SG.F.ERG-believe-PRS-DCL	‘Fatima trusts Murad.’		PN PN 3SG.M.IO-BEN-LOC-3SG.F.ERG-верить-PRS-DCL	‘Фатима доверяет Мураду.’	[з-]хъа-цIа	РасУл ЗарЕма й-лы-з-хъА-й-цI-и-тI
60	115	[ma-]rəcha	JUD	ABS	X	JUD_ABS	rasúl j-an d-jə́-ma-rəcha-ṗ	PN 3SG.M.IO-mother 3SG.H.ABS-3SG.M.IO-JUD-poor-NPST.DCL	‘Rasul sympathises with his mother.’		PN 3SG.M.IO-мать 3SG.H.ABS-3SG.M.IO-JUD-бедный-NPST.DCL	‘Расул жалеет свою мать.’	[ма-]рыцхIа	РасУл й-ан д-йЫ-ма-рыцхIа-пI
60	116	[c-]n-χč’alə	ABS	COM	Y	ABS_COM	wə-s-c-nə́-m-χč’alə-n	2SG.M.ABS-1SG.IO-COM-LOC-NEG-envy-NEG.IMP	‘Don’t envy me!’		2SG.M.ABS-1SG.IO-COM-LOC-NEG-завидовать-NEG.IMP	‘Не завидуй мне!’	[ц-]н-хчалы	у-с-ц-нЫ-м-хчалы-н
60	117	[z-]gʷəẑḳə	ABS	BEN	Y	ABS_BEN	á-č’ḳʷən j-aš’á d-jə-z-gʷə́ẑḳ-əj-ṭ	DEF-boy DEF-brother 3SG.H.ABS-3SG.M.IO-BEN-be_angry-PRS-DCL	‘The boy is angry with his brother.’		DEF-парень DEF-брат 3SG.H.ABS-3SG.M.IO-BEN-злиться-PRS-DCL	‘Парень злится на своего брата.’	[з-]гвыжвкIы	А-чкIвын й-ащА д-йы-з-гвЫжвкI-и-тI
60	118	ǯ’a-š’a	ERG	ABS	TR	TR	murád awə́j a-sawʕá ǯ’a-j-š’á-ṭ	PN DIST DEF-gift LOC-3SG.ERG-wonder(AOR)-DCL	‘Murad was surprised with this gift.’		PN DIST DEF-подарок LOC-3SG.ERG-удивиться(AOR)-DCL	‘Мурад удивился этому подарку.’	джьа-ща	МурАд ауИ а-согIА джьа-й-щА-тI
60	119	bzəj ba	ERG	ABS	TR	TR	zaréma č’aj bzəj jə-l-b-ə́j-d	PN tea good 3SG.N.ABS-3SG.F.ERG-see-PRS-DCL	‘Zarema loves tea.’		PN чай добро 3SG.N.ABS-3SG.F.ERG-видеть-PRS-DCL	‘Зарема любит чай.’	бзи ба	ЗарЕма чай бзи йы-л-б-И-д
60	120	Х-gʷə Х-r.ĉ̣ə	ERG	NONARG_INS	Y	ERG_NONARG.INS	zaréma č’aj–blə-la l-gʷə lə-r-ĉ̣-əj-d	PN tea–hot-INS 3SG.F.IO-heart 3SG.F.ERG-CAUS-get_sour-PRS-DCL	‘Zarema enjoys hot tea.’	Y is expressed as a dependent-marked adjunct, unindexed on the verb.	PN чай–горячий-INS 3SG.F.IO-сердце 3SG.F.ERG-CAUS-киснуть-PRS-DCL	‘Зарема наслаждается горячим чаем.’	Х-гвы Х-р.чIвы	ЗарЕма чай–блы-ла л-гвы лы-р-чIв-и-д
60	121	taqə	IO	ABS	X	IO_ABS	rasúl χabar.rgága–čəc̣ j-taqə́-b	PN announcement–new 3SG.M.IO-want-NPST.DCL	‘Rasul wants a new mobile phone.’		PN объявление–новый 3SG.M.IO-хотеть-NPST.DCL	‘Расул хочет новый мобильник.’	тахъы	РасУл хабаргАга–тшыцI й-такъЫ-б
60	122	[z-]gʷəẑḳə	ABS	BEN	Y	ABS_BEN	á-č’ḳʷən j-aš’á d-jə-z-gʷə́ẑḳ-əj-ṭ	DEF-boy DEF-brother 3SG.H.ABS-3SG.M.IO-BEN-be_angry-PRS-DCL	‘The boy is angry with his brother.’		DEF-парень DEF-брат 3SG.H.ABS-3SG.M.IO-BEN-злиться-PRS-DCL	‘Парень злится на своего брата.’	[з-]гвыжвкIы	А-чкIвын й-ащА д-йы-з-гвЫжвкI-и-тI
60	123	*	*	*	*		*	*	*	No satisfactory translation has been obtained. 	*	*	*	*
60	124	Y-gʷə X-s	*	*	*		murád zaréma l-gʷə d-a-s-ṭ	PN PN 3SG.F.IO-heart 3SG.H.ABS-3SG.N.IO-beat(AOR)-DCL	‘Murad upset Zarema.’	Not included in the database because Y is expressed as an NP-internal modifier.	PN PN 3SG.F.IO-сердце 3SG.H.ABS-3SG.N.IO-бить(AOR)-DCL	‘Мурад огорчил Зарему.’	Y-гвы X-с	МурАд ЗарЕма л-гвы д-а-с-т
60	125	ǯ’a-š’a	ERG	ABS	TR	TR	rasul á-q̇ala χʷábəž-ta j-ǯ’a-j-š’a-d	PN DEF-city strong-ADV 3SG.N.ABS-LOC-3SG.M.ERG-wonder(AOR)-DCL	‘Rasul marvelled at this city.’		PN DEF-город очень-ADV 3SG.N.ABS-LOC-3SG.M.ERG-удивиться(AOR)-DCL	‘Расул поразился этому городу.’	джьа-ща	РасУл А-къала хвАбыж-та й-джьа-й-ща-д
60	126	ba g’awam	*	*	*		fatíma murád də-l-bá g’-awá-m	PN PN 3SG.H.ABS-3SG.F.ERG-see NEG-can-NEG	‘Fatima can’t see Murad.’	Not included in the database because this translation is semantically inaccurate.	PN PN 3SG.H.ABS-3SG.F.ERG-видеть NEG-мочь-NEG	‘Фатима не может видеть Мурада.’	ба гьауам	ФатИма МурАд ды-л-бА гь-ауА-м
60	127	*	*	*	*		*	*	*	No satisfactory translation has been obtained.	*	*	X-гвы Y-с	*
60	128	X-gʷə Y-kʷ-ŝaχ + NEG	*	*	*		rasúl j-pha j-gʷə d-g’ə́-kʷ-ŝaχ-wa-m	PN 3SG.M.IO-daughter 3SG.M.IO-heart 3SG.H.ABS-NEG-LOC-compensate-IPF-NEG	‘Rasul is getting irritated with his daughter’ (lit. ‘Rasul’s daughter does not fit into his heart’).	Not included in the database because X is expressed as an NP-internal modifier.	PN 3SG.M.IO-дочь 3SG.M.IO-сердце 3SG.H.ABS-NEG-LOC-возмещать-IPF-NEG	‘Расул раздражается на свою дочь’ (букв. ‘Дочь Расула не умещается в его сердце’).	X-гвы кв-швах+NEG	РасУл й-пхIа й-гвы д-гьЫ-кв-швах-уа-м
60	129	gʷapχa	ERG	ABS	TR	TR	b-sə-m-gʷapχá-za-rkʷənə-z b-g’-ʕá-zə-m-g-wa-šə-z-d	2SG.F.ABS-1SG.ERG-NEG-like-PST.NFIN-COND-PST.NFIN 2SG.ABS-NEG-CISL-1SG.ERG-NEG-carry-IPF-FUT-PST.NFIN-DCL	‘If I had not liked you, I would not have married you.’		2SG.F.ABS-1SG.ERG-NEG-нравиться-PST.NFIN-COND-PST.NFIN 2SG.ABS-NEG-CISL-1SG.ERG-NEG-нести-IPF-FUT-PST.NFIN-DCL	‘Если бы ты мне не нравилась, я бы на тебе не женился.’	гвапха	б-сы-м-гвапхА-за-рквыны-з б-гь-гIА-зы-м-г-уа-шы-з-д
60	130	[ĉ-]pχaš’a	ABS	MAL	Y	ABS_MAL	rasúl j-hára d-a-ĉ-pχaš’-ə́j-d	PN 3SG.M.IO-height 3SG.H.ABS-3SG.N.IO-MAL-be_ashamed-PRS-DCL	‘Rasul is shy about his height.’		PN 3SG.M.IO-рост 3SG.H.ABS-3SG.N.IO-MAL-стыдиться-PRS-DCL	‘Расул стесняется своего роста.’	[чв-]пхаща	РасУл й-хIАра д-а-чв-пхащ-И-д
69	1	wəzə	*	*	*		č̣ʼale-m ə-ŝhe me-wəzə	guy-OBL 3SG.PR-head DYN-ache	‘The guy has a headache.’	Not included in the database because X is expressed as an NP-internal modifier.	парень-OBL 3SG.PR-голова DYN-болеть	‘У парня болит голова.’	узы	К1алэм ышъхьэ мэузы.
69	2	jə-ʔe	POSS	ABS	X	POSS_ABS	č̣ʼale-m grip jə-ʔ	guy-OBL flu(ABS) POSS-be	‘The guy has the flu.’		парень-OBL грипп(ABS) POSS-быть	‘Парень болеет гриппом.’	и-Iэ	К1алэм грипп и1.
69	3	šʼə-šʼəne	ABS	LOC	Y	ABS_LOC	č̣ʼale-r he-m šʼ-e-šʼəne	guy-ABS dog-OBL LOC-DYN-be_afraid	‘The guy is afraid of the dog.’		парень-ABS собака-OBL LOC-DYN-бояться	‘Парень боится собаки.’	щы-щынэ	К1алэр хьэм щэщынэ.
69	4	ʒə	ERG	ABS	TR	TR	č̣ʼele–nahə-ẑə-m məẑʷe-r ə-ʒə-ʁ	guy–more-old-OBL stone-ABS 3SG.ERG-throw-PST	‘The older guy threw the stone.’		парень–более-старый-OBL камень-ABS 3SG.ERG-бросить-PST	‘Старший парень бросил камень.’	дзы	К1элэ нахьыжъым мыжъор ыдзыгъ.
